article_id,shares,text,views
30,282,"Yves Mersch, Executive Board member of the European Central Bank (ECB), referred to cryptocurrencies as a risk of “contagion and contamination of the existing financial system” during an interview with 4 Technology on Feb. 8.Both the traditional and crypto markets fell sharply at the beginning of this week, prompting responses from shaken financial institutions like the wave of banks banning credit cards for crypto purchases.Mersch warned of the potential for crypto markets to begin more strongly influencing traditional markets as the two have become more interconnected:“If you increasingly have bridges between the virtual world and the real world and then there is a collapse in this virtual world, it could drain liquidity from the real world. This then becomes a concern for the central bank.”During the Bloomberg interview, Mersch recommended that regulatory options should be looked into even before the upcoming March G20 summit in Argentina, where crypto regulation is expected to be high on the agenda,“For me, one obligation would already be to force the unregulated platforms to report transactions in a harmonized way to repositories so that we would have access to information -- also in order to create a better response.”Mersch adds that ECB is also concerned about the “social and psychological effect” that cryptocurrencies “seem to have.”On Feb. 6, general manager of the Bank of International Settlements (BIS) Augustín Carstens similarly voiced concerns about the increasing integration between cryptocurrencies and traditional finance. Carstens called Bitcoin a “Ponzi scheme” and warned of a “threat to financial stability” if cryptocurrencies became more connected to the global financial system.Mersch told Bloomberg that the European Central Bank fully agrees with Carstens concern:“You won’t be surprised to know that we at the ECB are fully in line with his views and we have similar worries, or similar endeavors we are working on.”Just yesterday in an interview with CNBC, ECB’s Chair of the Supervisory Board Daniele Nouy said that future involvement of ECB-regulated banks in crypto regulation was “very very low,” and the crypto regulation for ECB itself was “not exactly very high on its to-do list.”",26243
31,284,"Blockchain regulation in Germany will get a “comprehensive strategy” and “legal framework advocacy” from government in a new push for legitimacy, according to a press release published by Blockchain Bundesverband on Wednesday, Feb. 7.A report from a consultation involving lawmakers and the lobby group Blockchain Bundesverband highlights a positive future for the technology, with the group describing how the government “welcomes the Blockchain industry.”Bundesverband summarizes Wednesday:“The lack of legal framework for ICOs and other token launches continues to be a major barrier for many startups in Germany. Only if this is remedied quickly at German and at EU level this technology can gain an enduring foothold in Europe.”Germany has been broadly slow to develop a significant, robust approach to the emerging Blockchain phenomenon, placing it at odds with neighboring Switzerland in particular.The Bundesverband has been developed as a direct solution to the lack of progress, stating its mission to propagate “decentralized infrastructure” during its founding at the German parliament in June 2017.As well as highlighting areas the government is now keen to address in terms of regulation, the report also notes what still needs to appear for Blockchain to be a success in the German economy.“What is missing? Sandboxing possibilities have to be created especially for the dynamic blockchain area, so that new ideas can be tried out without artificial obstacles,” it continues.“Only the experiences that arise from those sandboxes can point to future regulatory needs. Without space, new ideas are being solved with old tools. The results will not be useful, neither for innovators nor for regulators.”",20577
32,439,"Binance, the cryptocurrency exchange currently ranked second to OKEx on CoinMarketCap in trading volume, has temporarily suspended withdrawals and trading.Changpeng Zhao, CEO of Binance, tweeted on Feb. 7 at 6:38pm EST that the exchange was experiencing a server error that could be resolved in a few hours and that “no data is lost.”About two hours later, Zhao tweeted that the new estimate for resolving the out of sync data was 10 hours. A separate tweet shortly after apologized to Binance customers for the system’s extended and unexpected downtime:Cryptocurrency exchange Kraken had experienced similar unexpected downtime in January, when a scheduled two-hour long system upgrade turned into a more than two day delay until the exchange went back online.According to Binance’s official Twitter, trading activity is estimated to resume on Feb. 9 at 4am (UTC) (11:00pm EST). Customers will have 30 minutes before trading starts to withdraw orders.Zhao has denied that any hack on Binance has taken place:Binance had seen a such large influx of new customers, adding 250,000 thousand in one day on Jan. 4 and 240,000 users in one hour on Jan. 13, that they temporarily suspended new user sign ups in early January. Exchanges Bittrex and Bitfinex have also stopped new users sign ups for the same reason.Binance had been the world’s largest crypto exchange in mid-January, at one point hosting trading of almost $5 bln over a 24-hour period. OKEx now holds the number one spot for trading volume on CoinMarketCap, about $3.5 bln over a 24-hour period by press time, with Binance’s trading volume at about $2.1 bln over a 24-hour period by press time.",63865
33,478,"Ilya Orlov, one of the founders of TravelChain, а decentralized data exchange for the travel industries, believes that Blockchain technology gives a prodigious opportunity for travel industry players. Travellers can now earn money for sharing their experience directly and safely with travel businesses, and the companies can integrate new products and services easier by using Blockchain.Fast and powerfulIlya Orlov explains that unlike others TravelChain platform has their own graphene-based Blockchain, which allows travel companies to integrate into the system and create their business models on top of the platform provided by TC.The difference between graphene-based and a “standard” Blockchain is that Graphene-based Blockchain allows users to make the public information available for every part of the system, while safely encrypting the private information. Individual users own the private keys to their data in order to control secure storage in real time. Ilya Orlov adds on: ""At this moment there is no Blockchain faster and more powerful than Graphene-based. Moreover, the community of this technology is ideologically close to us. We share and build the hypothesis of gathering, storing and transferring data in the Blockchain."" Other side of the coinWhile planning a trip travelers browse hundreds of websites, blogs, forums, read articles, reviews, watch videos. All this content is created for free by millions of people because they want to share their experience with their friends, colleagues or even the whole world. But it doesn’t occur to them that they are creating value and don’t get any reward for it. That’s exactly what TravelChain is built for: to change this whole experience for the better.However, fellow travelers are not the only ones to benefit from the platform. The small and medium-sized business can cut their costs in half, improve and target their offer and grow in leaps by using the data that the users are willing to sell.Ilya explains how that works “Traveler Passport” is a key component of TravelChain functioning. It is a model with distributed trust which allows you to form an image of another person without being acquainted personally.” The idea is to collect such profiles called “passports” by motivating travelers  to share their information in exchange for a reward. Users get travel tokens for sharing the info such as preferences (in food or entertainment, for example), location, the way of living and traveling, etc. The question which appears in minds “who needs this data and how it will be used?”Orlov clarifies that the primary consumers of this information are travel businesses, also using the TravelСhain platform. These companies will buy potential customers data with travel tokens, and travelers, at their end, will get travel tokens as a reward. Here is the explanation of how it works with a real example: “For instance, say you have a vegetarian restaurant, thanks to TravelChain you´ll find out that there are 150 vegetarians currently living in the neighborhood. You can purchase the more specific data like their tastes and preferences in exchange for Travel Tokens. Once you get the information, the users will receive the tokens as a reward.” According to Orlov, data is a private issue. Travellers might be hesitant to share their personal information with the third party. He believes the user is to decide which information they are ready to share and with which categories of he fellow platform members. Besides, once shared, the personal data will be as safe as it could be using Blockchain.The road aheadOrlov says, Blockchain universe evolves within the travel sector, TravelChain makes it possible to integrate new products and services without excessive investment costs or overly complicated implementation efforts. “We have ambitious plans for 2018. The key point is that we do not compete with anyone, we are striving to make the market and services better by integrating the industry.” Currently one of the top priorities for TravelChain is to integrate with travel businesses. As of now, they have an agreement with IZI.Travel, tourister.ru, tvil.ru, more agreements are under discussion and soon to be announced.  Another step in the list is their aim to is the integration with EOS.io Infrastructure for Decentralized Applications. TravelChain is planning to allocate smart contracts for the most apps within the Travel Chain platform on EOS.To summarize, Orlov explained his view on humanity future through Blockchain development: “Blockchain platforms like TravelChain could completely change the landscape of the travel market with users taking an active part in creating value, communicating and sharing data directly avoiding intermediaries and aggregators.”",31485
34,246,"India is “aggressively pursuing” cryptocurrency holders for tax this week, claim mainstream media outlets such as Financial Times and Quartz, despite the policy being in place since December 2017.In a repeat round of misinterpretation of facts surrounding the Indian government’s treatment of cryptocurrency, multiple publications warn that 100,000 investors who “skipped paying taxes” have received letters demanding what they owe.That number “may rise up to 500,000,” Quartz adds.India has been a focus for Bitcoin traders this month after a budget speech by finance minister Arun Jaitley provoked price volatility due to press sources erroneously announcing the country would “ban” Bitcoin.While local businesses such as exchanges decried the headlines as “FUD,” the effect on markets remained palpable.The issue of tax appears little different. Local news outlet Press Trust of India (PTI) originally reported on plans to target “400,000 - 500,000” exchange users for tax payments back in December.The 100,000 letters causing a storm this week appear simply to be the first step in a pre-agreed plan, with no new developments beyond comments from Central Board of Direct Taxes chairman Sushil Chandra.“We found out that there is no clarity on investments made by many people, which means they have not declared it properly… we have informed all the (director generals of income tax) across India. They are issuing notices and so that would be taxed,” Chandra confirmed February 6.The so-called “aggression” on behalf of regulators, according to PTI, further impacts only high-net worth individuals using exchanges - roughly 25% of the total user base.",26080
35,2238,"In our Expert Takes, opinion leaders from inside and outside the crypto industry express their views, share their experience and give professional advice. Expert Takes cover everything from Blockchain technology and ICO funding to taxation, regulation and cryptocurrency adoption by different sectors of the economy.If you would like to contribute an Expert Take, please email your ideas and CV to a.mcqueen@cointelegraph.com.The mainstream media has become obsessed with the crypto frenzy with the main focus on Bitcoin price. By treating cryptocurrencies like any other asset class or just as a fad, journalists are missing the elephant in the room: investment banks are about to be disrupted big time.More than 1,500 cryptocurrencies alreadyThese days it is much easier to raise funds through an ICO than through traditional venture capital funds. As a result, there are already more than 1,500 cryptocurrencies out there. Just a few years ago, it would have been unthinkable for a small company with just a handful of employees to raise millions of dollars on the back of a simple white paper. Now, startups can do it with just an exciting concept and a white paper of a few dozen pages (sometimes less). Thanks to the ERC20 standard that uses the existing Ethereum Blockchain, anyone can launch a token at a limited cost without having to worry about building a Blockchain infrastructure from scratch.Obviously,  Ethereum can be taken by another, more advanced platform. But for now, it makes more than 80 percent of the market. Out of the 580 tokens out there, 475 are on the Ethereum Blockchain.Source: Coinmarketcap.com, February 2, 2018The genius of the Ethereum Blockchain was making fundraising so incredibly easy: all you have to do is create a smart contract to do an ICO. Every time ETH (Ethereum tokens) are sent to the contract address, the contract issues newly minted tokens that are automatically sent back to the sender. Wall Street should be terrified because Ethereum has just made investment banks redundant.Book building (the process of lining up investors to buy security to be issued) has historically been very juicy for Wall Street, and investment banks acted as intermediaries between asset managers and companies or governments wishing to raise debt (bond offerings) or equity (IPOs). Until recently there was no way to bypass them. Now there is. Banks have not started feeling the pain yet, but venture capitalists have. Nowadays, it is not uncommon to see them in the list of pre-ICO investors (see the upcoming Telegram ICO). VCs have to adapt or be history, and Wall Street is next.Source: Coinmarketcap.com, February 2, 2018Beyond UberizationInitially, I entitled this post “The Uberization of Wall Street,”  but then realized that what Uber is doing is what banks are already doing: connecting supply (of capital) with demand (investors) and taking a hefty fee in the middle. Uber simply disrupted a sector that had not evolved ever since it had been invented where supply and demand were just incredibly inefficiently connected. Banks are already connecting supply and demand, but with the Blockchain technology, they are not needed anymore, at least not for what they are doing now.How Ethereum can disrupt the bond marketLet’s have a look at one of the most lucrative businesses on Wall Street: the issuance of corporate bonds. Last year, companies around the world issued more than $3.5 tln worth of bonds. The way this currently works is the following: a company mandates an investment bank that is going to sell the bond to be issued to pension funds and asset managers. Investment banks control this market because they have access to these funds managers. But as ICOs have successfully demonstrated, you do not need such intermediaries anymore, and companies could reach investors directly by issuing smart bonds. How could this work in practice?The issuanceCompany V creates a smart contract on the Ethereum Blockchain that replicates how a bond works (i.e., payment of coupons semi-annually and repayment of principal at maturity).Investors who wish to participate in the IBO (Initial Bond Offering) send ETH to the contract address and specify the lowest coupon they are willing to receive.Once the IBO is over, the smart contract automatically builds the order book with investors willing to accept the lowest coupon first, the marginal investor needed to fill the order book sets the coupon for a bond.All the investors who did not make it to the final order book automatically get back the ETH they had sent to the smart contract.Debt servicingEvery six months, investors receive the coupon (interest) as set in the original smart contract.If company V does not want to take the risk that the value of Ethereum increases substantially, payments can be made in ETH but adjusted with the exchange rate of Ethereum with the fiat currency of the bond. Before payment of the coupon, the smart contract will get the exchange rate between the fiat currency and Ethereum from an oracle (data provider) and pay the right amount of ETH such that the bond replicates precisely how a fiat currency bond would have behaved.Alternatively, payments of coupons and repayment of principal can be made directly in tokens backed by fiat currency and redeemable with a reputable, audited financial institution.    2. At maturity of the bond, the smart contract pays out both the coupon and the principal (either the same amount of ETH or the same amount of US dollar paid in Ether or fiat-backed tokens).How many human actions were required to run all this process? Zero. The only thing that needs to be done is to write the smart contract. But just like with the ERC20 standard, you can expect standardized smart bond contracts to be available soon. A well reviewed and audited smart bond contract would mitigate the risk of bugs in the smart contract.Huge potential for smart bondsThe way the bond market currently works keeps many investors out. Buying a single piece of a bond often requires from $5,000 to $200,000. Hence, many investors are left with no choice but to buy mutual funds or ETFs that include a basket of bonds. With a smart bond, anyone could invest as little as $10 and get a piece of the bond. Diaspora investors who want to invest in their home countries will be able to do so, small and medium enterprises will have access to new financing options beyond what commercial banks can offer them and micro-bonds could also be issued, all at close to zero cost. ICOs were just the beginning, the real disruption of financial markets is yet to come.Disclaimer: The views and interpretations in this article are those of the author and do not necessarily represent the views of Cointelegraph.com and the World Bank.Vincent Launay is a finance specialist at the World Bank in Washington DC. He holds an MSc in Finance from HEC Paris and a CFA charter.",87644
36,582,"The views and opinions expressed here are solely those of the author and do not necessarily reflect the views of Cointelegraph.com. Every investment and trading move involves risk, you should conduct your own research when making a decision.The market data is provided by the HitBTC exchange.After the clampdown in China and South Korea to cryptocurrency trading, there were fears that the US will also follow suit.However, the testimony of Jay Clayton, chairman of the Securities and Exchange Commission (SEC) and Christopher Giancarlo, chairman of the Commodity Futures Trading Commission (CFTC) has allayed these fears.They were much more realistic and supportive of cryptocurrencies than what the market had expected. As a result, most cryptocurrencies are currently in a sharp pullback, after days of weakness.Even after the recent plunge, some analysts believe that the cryptocurrencies will enter into a strong bull market that is forecast to be at least as strong as 2017.Let’s see if we can find signs of bullishness in the top cryptocurrencies by market capitalization.BTC/USDWe had previously recommended buying Bitcoin in the range of $5,500 to $5,800 on panic selling. It came close to our buy level, but did not reach there. It bottomed out on February 6 at $6,075.04.  The cryptocurrency is finding buyers at lower levels who are using the sharp plunge in prices to buy for the long-term.So, is the downtrend over or will the market resume its fall after a short pullback?During a strong downtrend, a 1 to 3-day pullback can be expected. The counter-trend move usually faces selling at the 20-day EMA or at previous supports, which now act as resistance.The BTC/USD pair is likely to face resistance at $9,500, which was the high on February 3. Above this, a move to $9,920 can’t be ruled out, but we expect the range of $9,920 to $10,700 to act as a strong resistance.We believe that the cryptocurrency will turn down from one of the above-mentioned levels. If the retest of the lows is successful, we may add long positions for the long-term.If the lows break, we’ll have to wait for a few more days.   ETH/USDIn our previous analysis, we expected a strong support at the $611.34 to $640 zone. Ethereum bottomed out at $565.54 on February 6.This pullback is likely to face resistance at the current levels. If the ETH/USD pair breaks out of the downtrend line, we might see a rally towards the $967 levels, where both the 20-day EMA and the 50-day SMA converge. We anticipate a turnaround from one of these levels.If the next downward trend takes support between $770 to $640, it will indicate a bottom. However, if the bears breakdown below $565, a fall to $390 can’t be ruled out, but we consider this unlikely.  BCH/USDBitcoin Cash bottomed out at $778.2021, just below the critical support of $854. However, the pullback from the lows does not instill confidence.    After the steep decline, we believe that the BCH/USD pair will enter a period of consolidation before embarking on an upward trend. The current pullback is likely to face resistance between $1150 and $1325 levels, from the 20-day EMA and the downtrend line.We should turn bullish in the long-term only on a sustained move above the downtrend line.XRP/USDRipple broke below its critical support of $0.61, but quickly recovered from $0.5627 levels. The pullback might face resistance at the previous support of $0.87.Above this, the XRP/USD pair will face a strong resistance at the downtrend line. We’ll look to buy if the downward trend finds support between $0.87 and $0.61 levels.XLM/USDStellar broke below the $0.296 critical support on February 6, but it did not fall to the support line of the descending channel.Similar to the other cryptocurrencies, the XLM/USD pair is currently in a pullback, which will probably  face resistance at $0.41; this level was previously acting as strong support.We may have a positive outlook on Stellar once it breaks out and sustains above the descending channel.LTC/USDWe mentioned in our previous analysis that the recovery in Litecoin was stronger than other cryptocurrencies. While the other cryptocurrencies broke to new lows on February 6, the LTC/USD pair held on to its February 2 lows, which is a sign of strength.If the recovery breaks out of $175, it will indicate a double bottom in the short-term, which gives it an upside target objective of $243.At the same time, the cryptocurrency has a slew of overhead resistances between $168 and $185. Hence, we anticipate a few days of range bound action between $107 and $175.We recommend looking to buy once the pair moves above $185.  XEM/USDNEM fell to a low of $0.36476 on February 6, close to the critical support of $0.31672.Currently, it is close to the downtrend line, which will probably offer strong resistance. The downtrend will be over once the XEM/USD pair sustains above the downtrend line. We recommend waiting for a buy setup to form before making any purchases.NEO/USDWe had forecast NEO to fall to $64.83 levels in our previous analysis and on February 6, it bottomed out at $63.62.NEO has seen one of the sharpest pullbacks among the top cryptocurrencies. Still, it can face resistance between $111 and $123, from the moving averages.We’d better wait for the NEO/USD pair to hold above the $93 levels in the next leg down to start purchasing it.EOS/USDWe had forecast that the $6.5 to $7.4 zone will act as strong support, and on February 6, EOS bottomed out at $5.7917.Right now it is trading inside a tight descending channel. If it breaks out of the resistance line of the channel, it’ll possibly rally to the $10.7 levels, where both moving averages converge.If the EOS/USD pair holds above $7.5 levels in the next fall, we may place purchase orders.The market data is provided by the HitBTC exchange; the charts for the analysis are provided by TradingView.",166555
37,446,"Researchers from Chinese Cybersecurity company 360Netlab has discovered a new Android-based cryptocurrency mining malware that infects vulnerable Android devices to mine cryptocurrency, as reported in a blog post from the firm on Feb. 6. As 360Netlab reports, the ADB.Miner worm scans can affect any kind of Android device, including smartphones, tablets, and television sets. The malware infects the device to mine Monero (XMR) coins and sends all acquired funds to a single wallet. According to 360Netlab’s blog post, the cryptocurrency mining worm ADB.Miner has been actively infecting devices since Feb. 5, managing to infiltrate 7,000 Android devices, mainly in China and South Korea. The researchers emphasize that the ADB.Miner’s spreading speed is high, the number of scanned devices doubling every 12 hours. The malware is being spread using the publicly accessible Android Debug Bridge (ADB) on an opened port 5555, which is normally closed. At the current stage of the research, the the security specialists claim that they “have no idea about how and when this port was opened”.Last week Cointelegraph reported about another case of malware mining Monero, the Smorinru botnet, which has managed to mine over 9,000 Monero coins since May 2017. Previously, on Jan. 26 Monero-mining malware attacked users’ PCs via online ads serving Coinhive code, which affected large number of users and websites worldwide.",75727
38,383,"Blockchain technology is the underlying framework upon which most cryptocurrencies operate and it has become one of the most important technological advances in the 21st century.Simply put, a Blockchain is a secure system that stores information. This is typically done in individual blocks which are encrypted, together forming a chain of secure data.Bitcoin’s Blockchain pioneered the technology as a transactional system. Its Blockchain is an electronic accounting ledger, with each block holding a finite amount of transactions made with the cryptocurrency. It is completely decentralized, with transactions verified by a worldwide network of miners.Here is where the issue of energy enters the picture. The truth is, cryptocurrency mining uses a lot of energy. That has put a spotlight on mainstream power production, which is mostly unclean and unsustainable.This has led to a new wave of Blockchain technology that looks to provide applications and innovations to the way we use energy and how we go about providing efficient data and transaction systems in the sector.By the numbersAccording to a research done by the event and consulting company Solarplaza, of the 90 companies included in its analysis, over 50 percent of Blockchain projects working within the energy space are based in Europe. The top three countries include the US, Germany and the Netherlands.Peer to peer trading projects account for the most use cases, while around 50 percent of these projects are using the Ethereum Blockchain.As an indicator of just how new this movement is, over 70 percent of these projects were formed between 2016 and 2017 - and one in four of the projects are planning an initial coin offering or token sale.P2P, utility, cryptocurrency, platforms, E-VehiclesThe majority of these companies have peer-to-peer Blockchain systems that offer a plethora of industry related services.A number of projects are offering decentralized energy trading services. The likes of LO3 Energy, which developed the Brooklyn Microgrid which enables the community to buy energy through the platform. Producers of solar energy can sell excess green energy to other consumers connected on the platform.This is just one example of a multitude of ground-breaking offerings by companies providing platforms for people, businesses and industries to trade energy. It’s interesting to note energy giants BP, Shell and Statoil are part of a consortium developing an in-house Blockchain platform form energy commodities trade.Blockchain technology is also reforming energy utilities functions.A number of companies have pioneered Blockchain platforms. WEF award winners Electron set up platforms for energy meters, from user registrations to meter data privacy. A number of other utility-based projects are offering customers platforms that track energy consumption and provide cheaper energy prices available on the grid.This includes the likes of IBM, who teamed up with TenneT to create a pilot platform using Blockchain technology to balance supply and demand of electricity to ensure a supply of electricity.Of course, a number of cryptocurrencies have been created to facilitate energy trading platforms. A straightforward use case is Spectral energy’s Juliette coin, which is used by residents in an Amsterdam community to pay for electricity.ElectriCChain has created SolarCoin, which is a reward-based cryptocurrency for a network of affiliated solar power generators. For every MWh of electricity produced, you get one SolarCoin, which is roughly worth $0.50.A number of online energy platforms will also be present at the conference in Amsterdam. Many of these platforms offer global networks to create better communication between energy producers.They also offer a variety of applications that allow the industry to monitor energy production and consumption - for consumers and producers. There are platforms that offer supply chain solutions for energy commodities like oil and gas. Some offer platforms for consumers to browse the cheapest available energy options available in their country.Four projects in the report are directly aimed at the electric vehicle industry using Blockchain to help users manage and pay for charging stations and more specific needs like car sharing and rental.To top it off a number of projects are providing people with cutting-edge opportunities thanks to Blockchain technology. The Sun Exchange is an example of this. The project enables people to own solar panels in ideal locations around the world. The panels are then leased out, with the owners paid income in cryptocurrencies like Bitcoin.Blockchain2BusinessWhile the list of energy projects involved into Blockchain becomes too long to list in one article, people that have a keen interest in Blockchain projects reforming the way we look at energy have now an interesting platform to participate in.In order to unite energy companies and Blockchain solutions providers, this February, Solarplaza organized its first Blockchain2Business conference in Amsterdam. A host of Blockchain companies that are pioneering the sector, from energy production to tokenization of energy, was brought together, as well as those who want to know more about opportunities offered by Blockchain.",38153
39,560,"This article does not contain investment advice or recommendations. Every investment and trading move involves risk, you should conduct your own research when making a decision.It has been a sobering couple of days for the whole cryptocurrency market after the biggest sell off in recent memory.Bitcoin dipped below $7,000 for the first time since November marking a complete turnaround from the value that marked the start of a phenomenal bull run all the way up to $20,000.But after positive statements from the US Securities and Exchange Commission (SEC) and Commodity Futures Trading Commission Tuesday, the markets have had a complete turnaround.In the space of a week, the overall cryptocurrency market capitalization (according to Coinmarketcap data) had dropped to $276.8 bln, losing over $100 bln in value in that timeframe before seeing gains of over $100 bln today.Last week was marked by panic in the crypto market, no doubt from late investors that piled money into the markets amid the rapidly rising Bitcoin price late last year.As a swathe of regulatory moves from governments and banks around the world caused uncertainty, people scrambled to sell in an effort to minimize losses.On paper, it looked bad. But the cryptocurrency pull back has ironically overshadowed a far bigger stock market over the past week.Crypto crash overshadowing massive stock market crashCoinciding with the massive correction taking place in the cryptocurrency world, the global stock market has also been hit by a massive crash.According to Reuters, the past week has seen over $4 tln of stock value has been wiped out.Take a moment to reflect on that number. Global stock markets lost nearly 15 times the total cryptocurrency market capitalization in the space of seven days.The cryptocurrency sell off, which has seen a $200 bln drop in value over the past two weeks, is not to be taken lightly but the scale of the sell-off affecting mainstream stock markets reminds us that cryptocurrencies have a long way to go in the grand scheme of things.The global stock market crash is being attributed to high bond yields in the US for 2017, which led to fears of looming interest rate hikes and inflation.Clarity through the FUDA number of factors have influenced the cryptocurrency correction over the past two weeks. A number of big banks have banned the use of credit cards to buy cryptocurrencies, which naturally caused many of these buyers to exit the market to consolidate losses.Coupled with an all-out crackdown from China and some misleading interpretations of the Indian government’s stance on cryptocurrencies has made the markets very uneasy. This has led to a spiral of selling, which seems to have cooled somewhat late on Tuesday, Feb. 6.24 hours later, cryptocurrencies have recovered across the board. The SEC and CFTC can take credit after their positive comments on the future of cryptocurrencies.In the wake of the market recovery, industry experts have now offered some fresh, optimistic predictions of highs in 2018.",45033
40,613,"LianLian International, a China-based payment services provider, has partnered with RippleNet in order to offer faster and less expensive cross border transactions to their customers across the US, Europe, and China, according to a Feb. 7 announcement on Ripple’s blog.RippleNet is Ripple’s decentralized global network, made up of banks and other financial institutions, that handles the real-time confirmations of financial transactions.Brad Garlinghouse, CEO of Ripple, tweeted that Ripple “just opened the door to the largest e-commerce market in the world”:LianLian will use Ripple’s centralized software payment solution, xCurrent, which is tailored to work with financial institutions by allowing banks to confirm payment details in real time before each transaction and after each delivery.LianLian already lists PayPal and Apple as their strategic partners, serving marketplaces like Amazon, Ali Express, and Ebay. In reference to the Ripple partnership, Arthur Zhu, CEO of LianLian, said:“With RippleNet, we will further enhance that experience and increase our market share by offering customers instant, blockchain-powered payments across the 19 currencies that we currently support. We look forward to working with Ripple to power payment flows between China and RippleNet members in new markets.”Ripple has partnerships with over 100 financial institutions, most recently partnering in mid-January with Moneygram to speed up fiat payments.The RippleNet and LianLian partnership comes at a time when China has been increasing crypto regulation, removing crypto-related ads on social media and search engines and banning foreign exchanges on top of the earlier domestic exchange restrictions.",94791
41,641,"Forbes, known for its “World’s Billionaires List”, published a list of the richest people in cryptocurrency for the first time, Tuesday Feb. 6.The goal of publishing such a list, according to Forbes Editor Randall Lane, is to“[provide] a snapshot of a pivotal moment, part of the transparency needed to pull crypto away from its provenance as the favorite currency of drug dealers and into the adolescence of a legitimate asset class.”While compiling a list of the world’s traditional billionaires is a relatively straightforward task, calculating the exact amount of wealth of the world’s richest crypto tycoons is more difficult.Cryptocurrencies are by definition a decentralized, encrypted payment system that began outside of the traditional global financial system. The “newly minted crypto rich,” as described by Forbes staff writer Jeff Kauflin, “live in a strange milieu that blends paranoid secrecy with ostentatious display.”The Forbes “Richest People in Cryptocurrency” list is broken up into five categories: “idealists, builders, opportunists, infrastructure players and establishment investors.” In order to make the Forbes list, one must have accrued over $350 million.Instead of static numbers, the net worths of the people on the list are listed in ranges, calculated based on the “estimated holdings of cryptocurrencies (a few provided proof), post-tax profits from trading crypto-assets and stakes in crypto-related businesses.”Forbes acknowledges that they could have left some people off the list and that their estimates may be “wide of the mark.”The list contains 19 people. One can click on each member of the list on Forbes’s website in order to see a short bio and an estimated crypto net worth.Other data was published along with the list, like the average age of crypto’s richest compared to the age of Forbes 400 wealthiest Americans (42 vs. 67), and the average daily price volatility in January 2018 for Bitcoin (BTC), Ethereum (ETH), and Ripple (XRP) compared to Apple, Proctor & Gamble, and gold.When creating the list, Lane spoke with Joe Lubin, the founder of Consensys, about other crypto tycoons’ potential concerns about releasing such data. Lubin, who Lane referred to as the “statesman of cryptocurrency”, said that he and his peers weren’t looking for public attention. Lubin also questioned how Forbes could arrive at any accurate numbers, and brought up the issues of potentially targeting these people for theft. However, Lane adds that Lubin and his “crypto elite” peers did recognize the list’s importance.Kauflin writes that Forbes,“firmly believe we made the world a better place by shining a light on the invisible rich. Just as crypto has evolved from the days of the Silk Road drug site and the Mt. Gox digital hijacking, fortunes of this magnitude should never be allowed to lurk in the shadows.”CryptoWeekly, a cryptocurrency newsletter, released a comparable list of the top 100 most influential people in the crypto community. Their list is factored not by net worth, but by the research and technological contributions a person has made in the world of crypto.Among those who were left out of Forbes’ richest in crypto rankings, but included in the CryptoWeekly influential list, are important crypto players like Litecoin founder Charlie Lee, Bitcoin investor Roger Ver, and crypto pioneer Nick Szabo, among others.",83919
